,Name,Author,Image URL,Cooking Time
723,Minty Fruit Salad,Mark Bittman,https://static01.nyt.com/images/2017/08/02/dining/02COOKING_FRUITSALAD1/02COOKING_FRUITSALAD1-mediumThreeByTwo252.jpg,5 minutes
724,Lobster and Avocado Salad,Craig Claiborne And Pierre Franey,https://static01.nyt.com/images/2014/05/22/dining/Lobster-and-avocado-salad/Lobster-and-avocado-salad-videoSixteenByNine310.jpg,45 minutes
725,Cucumber-Watermelon Salad,Kim Severson,https://static01.nyt.com/images/2014/04/02/dining/cucumber-watermelon-salad/cucumber-watermelon-salad-videoSixteenByNine310.jpg,15 minutes
726,"Queso Fundido With Chorizo, Jalapeño and Cilantro",Melissa Clark,https://static01.nyt.com/images/2014/03/28/dining/fundito/fundito-videoSixteenByNine310.jpg,25 minutes
727,Riz Creole,Pierre Franey,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/31.png?1,30 minutes
728,French Toast Amandine,Sam Sifton,https://static01.nyt.com/images/2018/04/09/dining/09COOKING-FRENCHTOASTALMANDINE2/09COOKING-FRENCHTOASTALMANDINE2-mediumThreeByTwo252.jpg,About 20 minutes
729,Strawberry-Banana Compote,Sam Sifton,https://static01.nyt.com/images/2014/06/01/magazine/01eat/01eat-smallSquare252.jpg,20 minutes
730,Slow Roasted Duck With Orange-Sherry Sauce,Pableaux Johnson,https://static01.nyt.com/images/2014/05/13/dining/orangeduck-still/orangeduck-still-videoSixteenByNine310.jpg,5 hours 45 minutes
731,Creole Gumbo,Matt Lee And Ted Lee,https://static01.nyt.com/images/2014/06/02/dining/gumbo-still/gumbo-still-videoSixteenByNine310.jpg,2 hours 30 minutes
732,Scallion Pancakes With Squid,Melissa Clark,https://static01.nyt.com/images/2013/08/19/dining/clarkeSeafood-Pancake/clarkeSeafood-Pancake-tmagSF.jpg,20 minutes
733,Sheet Pan Supper,Melissa Clark,https://static01.nyt.com/images/2014/01/31/multimedia/clark-roasted-chicken/clark-roasted-chicken-videoSixteenByNine310-v2.jpg,1 1/4 hours
734,Chicken “Piccata” With Chard or Beet Greens,Martha Rose Shulman,https://static01.nyt.com/images/2014/03/22/science/24recipehealth/24recipehealth-videoSixteenByNine310.jpg,20 minutes
735,"Beet, Greens and Cheddar Crumble",Melissa Clark,https://static01.nyt.com/images/2014/03/26/dining/26CASSEROLE4/26JPCASSEROLE4-videoSixteenByNine310.jpg,2 1/2 hours
736,"Grilled Sardines and Asparagus With Citrus, Chiles and Sesame",Mark Bittman,https://static01.nyt.com/images/2014/03/30/magazine/30bittman1/30bittman1-videoSixteenByNine310-v2.jpg,1 hour
737,Creamy Chicken Liver Pasta With Wild Morels,David Tanis,https://static01.nyt.com/images/2014/05/28/dining/28KITCH1/28KITCH1-videoSixteenByNine310.jpg,40 minutes
738,Yucatan Shrimp,Sam Sifton,https://static01.nyt.com/images/2014/04/02/dining/Yucatan-Shrimp/Yucatan-Shrimp-videoSixteenByNine310.jpg,20 minutes
739,All-Purpose Biscuits,Sam Sifton,https://static01.nyt.com/images/2014/04/03/dining/All-Purpose-Biscuits/All-Purpose-Biscuits-videoSixteenByNine310.jpg,1 hour
740,Rao's Meatballs With Marinara Sauce,Adam Nagourney,https://static01.nyt.com/images/2015/12/10/dining/10COOKING-MEATBALLS2/10COOKING-MEATBALLS2-mediumThreeByTwo252.jpg,About 1 1/2 hours
741,Eggs Poached in Marinara Sauce,Martha Rose Shulman,https://static01.nyt.com/images/2019/02/27/dining/eggs-poached-marinara-sauce/eggs-poached-marinara-sauce-mediumThreeByTwo252-v2.jpg,10 minutes
742,Steak Mock Frites,Sam Sifton,https://static01.nyt.com/images/2014/05/18/magazine/18eat/18eat-videoSixteenByNine310-v2.jpg,1 hour
743,Chicken-Tarragon Pot Pie,Julia Moskin,https://static01.nyt.com/images/2016/01/16/dining/16COOKING_CHICKENTARRPOTPIE/16COOKING_CHICKENTARRPOTPIE-mediumThreeByTwo252.jpg,1 hour 30 minutes
744,Takeout-Style Sesame Noodles,Sam Sifton,https://static01.nyt.com/images/2017/08/23/dining/23COOKING-TAKEOUTSESAMENOODLES2/23COOKING-TAKEOUTSESAMENOODLES2-mediumThreeByTwo252-v2.jpg,10 minutes
745,Chicken la Tulipe,Jonathan Reynolds,https://static01.nyt.com/images/2014/04/11/dining/altulipe/altulipe-videoSixteenByNine310.jpg,1 hour 45 minutes
746,André Soltner’s Roast Chicken,Molly O'Neill,https://static01.nyt.com/images/2014/04/11/dining/roastchicken/roastchicken-videoSixteenByNine310.jpg,About 1 hour
747,Gong Bao Chicken With Peanuts,Julia Moskin,https://static01.nyt.com/images/2017/01/29/dining/29COOKING-GONGBAOCHICKEN2/29COOKING-GONGBAOCHICKEN2-mediumThreeByTwo252.jpg,40 minutes
748,Cumin Lamb Stir-Fry,Melissa Clark,https://static01.nyt.com/images/2014/03/26/dining/26APPE_SPAN/26APPE_SPAN-videoSixteenByNine310-v2.jpg,35 minutes
749,Stir-Fried Cabbage With Cumin Seeds,Julia Moskin,https://static01.nyt.com/applications/cooking/4d350c2/assets/4.png?1,30 minutes
750,Steamed Corn With Clams and Bacon,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/Clams-And-Bacon/Clams-And-Bacon-videoSixteenByNine310.jpg,About 30 minutes
751,Caramelized Corn With Fresh Mint,Julia Moskin,https://static01.nyt.com/images/2015/11/02/dining/02COOKING-CARAMALIZEDCORN2/02COOKING-CARAMALIZEDCORN2-mediumThreeByTwo252.jpg,30 minutes
752,Oyster Stuffing Cakes,Julia Moskin,https://static01.nyt.com/images/2014/03/23/dining/23OYSTER_395/23OYSTER_395-videoSixteenByNine310.jpg,"45 minutes, plus about 2 hours’ cooling"
753,Bacon Scallion Cream Sauce,Julia Moskin,https://static01.nyt.com/images/2014/04/21/dining/Bacon-Scallion-Cream-Sauce/Bacon-Scallion-Cream-Sauce-videoSixteenByNine310.jpg,25 minutes
754,Laurie Colwin’s Creamed Spinach With Jalapeño Peppers,The New York Times,https://static01.nyt.com/images/2014/04/02/dining/02colwinrecipe/02colwinrecipe-videoSixteenByNine310.jpg,1 hour 10 minutes
755,Preserved Lemons,Julia Moskin,https://static01.nyt.com/images/2014/04/03/dining/lemonspreserved/lemonspreserved-videoSixteenByNine310.jpg,"15 minutes, plus at least 3 weeks' curing"
756,Vin d'Orange,Julia Moskin,https://static01.nyt.com/images/2014/04/03/dining/rose/rose-videoSixteenByNine310.jpg,
757,Roberta’s Pizza Dough,Sam Sifton,https://static01.nyt.com/images/2015/08/28/dining/pizzadough-2/pizzadough-2-mediumThreeByTwo252.jpg,20 minutes plus at least 3 hours' rising
758,Pizza Margherita,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/09JPPIZZA2/09JPPIZZA2-smallSquare252-v2.jpg,"15 minutes, plus 1 hour to heat oven"
759,Lamb Meatballs With Spiced Tomato Sauce,Sam Sifton,https://static01.nyt.com/images/2014/04/20/magazine/20eat1/mag-20Eat-t_CA0-videoSixteenByNine310.jpg,1 hour
760,Pickleback Slaw,Sam Sifton,https://static01.nyt.com/images/2014/04/16/dining/16JPEASTER3/16JPEASTER3-videoSixteenByNine310.jpg,20 minutes
761,Tartine’s Country Bread,The New York Times,https://static01.nyt.com/images/2014/04/23/dining/23TARTINE2/23TARTINE2-videoSixteenByNine310.jpg,2 weeks (or 2 days with active starter)
762,Screaming Eagle Cheese-Steak Sub,Sam Sifton,https://static01.nyt.com/images/2011/03/27/magazine/mag-27Eat-t-000_CA0/mag-27Eat-t-000_CA0-videoSixteenByNine310.jpg,60 minutes
763,Roasted Squid With Chorizo and Pimentón,David Tanis,https://static01.nyt.com/images/2014/05/07/dining/07KITCH2/07KITCH2-videoSixteenByNine310.jpg,45 minutes
764,Suvir Saran’s Spinach and Potato Patties (Palak Ki Tiki),Martha Rose Shulman,https://static01.nyt.com/images/2014/05/13/science/15recipehealth/15recipehealth-videoSixteenByNine310.jpg,About 50 minutes
765,Simple Lamb Kebabs With Greek Flavors,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2013/08/21/dining/21JPGRILLING3/21JPGRILLING3-largeHorizontal375.jpg,About 30 minutes
766,Scallops Tartare,Craig Claiborne And Pierre Franey,https://static01.nyt.com/applications/cooking/a9ea0b6/assets/44.png?1,10 minutes
767,Chorizo Boudin Balls,Suzanne Lenzer,https://static01.nyt.com/images/2013/01/23/dining/23SUPERBOWL1/23SUPERBOWL1-square320.jpg,"1 hour, plus 1 hour standing"
768,Edna Lewis’s Rhubarb Pie,Molly O'Neill,https://static01.nyt.com/images/2014/04/02/dining/Rhubarb-Pie/Rhubarb-Pie-videoSixteenByNine310.jpg,1 hour
769,Greenport Shuffle,Sam Sifton,https://static01.nyt.com/images/2014/05/02/dining/Greenport/Greenport-videoSixteenByNine310.jpg,
770,Veal Milanese,Amanda Hesser,https://static01.nyt.com/applications/cooking/f59b669/assets/37.png?1,20 minutes
771,Almond Birthday Cake With Sherry-Lemon Buttercream,Melissa Clark,https://static01.nyt.com/images/2013/08/06/dining/video-clark-cake-buttercream/video-clark-cake-buttercream-mediumThreeByTwo252-v3.jpg,"1 1/2 hours, plus cooling "
772,Southern Living's Best Fried Chicken,Julia Moskin,https://static01.nyt.com/images/2016/05/11/dining/fried-chicken-still/fried-chicken-still-mediumThreeByTwo252.jpg,"1 hour, plus brining time"
773,Stir-Fried Pork and Pineapple,Mark Bittman,https://static01.nyt.com/images/2016/06/06/dining/06COOKING-STIR-FRIED-PORK-PINEAPPLE1/06COOKING-STIR-FRIED-PORK-PINEAPPLE1-mediumThreeByTwo252.jpg,About 30 minutes
774,Fried Scallops,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2013/06/05/dining/20130605-GRILLING-slide-8GYT/20130605-GRILLING-slide-8GYT-tmagSF.jpg,30 minutes
775,"Chicken Wings With Gochujang, Ginger and Garlic",Mark Bittman,https://static01.nyt.com/images/2017/01/24/dining/24COOKING-KOREAN-CHICKEN2/24COOKING-KOREAN-CHICKEN2-mediumThreeByTwo252.jpg,45 minutes
776,Sautéed Flounder With Green Beans and Potatoes,Frank Stitt,https://static01.nyt.com/images/2013/10/20/magazine/20highlands-flounder/20highlands-flounder-tmagSF.jpg,15 minutes
777,Roy Choi’s Braised Short-Rib Stew,Sam Sifton,https://static01.nyt.com/images/2014/04/08/dining/braised/braised-videoSixteenByNine310.jpg,3 hours 30 minutes
778,Lamb Chops Fried in Parmesan Batter,Mark Bittman,https://static01.nyt.com/images/2013/11/10/magazine/10eat3/10eat3-largeHorizontal375.jpg,About 20 minutes
779,Sweet Potatoes Anna With Prunes,Tara Parker-Pope,https://static01.nyt.com/images/2011/11/14/health/Well_veggie_sweet/Well_veggie_sweet-videoSixteenByNine310.jpg,About 1 hour 30 minutes
780,April Bloomfield's Clam Chowder,April Bloomfield,https://static01.nyt.com/images/2013/11/27/dining/27MEMBLOOMFIELD1/27MEMBLOOMFIELD1-largeHorizontal375-v2.jpg,"1 hour, 45 minutes"
781,Danny Bowien's Pastrami,Danny Bowien,https://static01.nyt.com/images/2013/11/12/dining/video-bittman-bowien/video-bittman-bowien-largeHorizontal375-v2.jpg,"1 hour, plus 48 hours’ soaking, drying and roasting"
782,Vietnamese Lamb,Mark Bittman,https://static01.nyt.com/images/2014/05/08/dining/Vietnamese-Lamb/Vietnamese-Lamb-videoSixteenByNine310.jpg,"15 minutes, plus marinating time"
783,Beef Rib Roast,Sam Sifton,https://static01.nyt.com/images/2018/11/21/dining/ss-beef-rib-roast/merlin_146850651_9b0a9ece-7022-4ef9-bd01-f70bbef57761-mediumThreeByTwo252.jpg,"1 hour 15 minutes, after 3 hours' room temperature sitting"
784,Crown Roast of Pork,Sam Sifton,https://static01.nyt.com/images/2013/12/13/magazine/video-feast-crownroast/video-feast-crownroast-mediumThreeByTwo252-v3.jpg,About 4 hours
785,Roast Turkey,Sam Sifton,https://static01.nyt.com/images/2013/12/13/magazine/video-feast-turkey/video-feast-turkey-mediumThreeByTwo252-v3.jpg,6 hours
786,Lobster Stock,Sam Sifton,https://static01.nyt.com/applications/cooking/f59b669/assets/46.png?1,"5 minutes, plus overnight simmering"
787,Steamed Lobsters,Sam Sifton,https://static01.nyt.com/images/2017/06/26/dining/26COOKING-LOBSTER2/26COOKING-LOBSTER2-mediumThreeByTwo252.jpg,20 minutes
788,Pan-Roasted Pork Chops With Apple Fritters,Sam Sifton,https://static01.nyt.com/images/2013/09/29/magazine/29eat/29eat-videoSixteenByNine310.jpg,"1 hour, plus 48 hours' refrigeration"
789,Zuni Café Chicken,The New York Times,https://static01.nyt.com/images/2018/06/07/dining/zuni-chicken/zuni-chicken-mediumThreeByTwo252.jpg,"60 to 90 minutes, plus 1 to  2 days for dry brining"
790,Laurie Colwin’s Baked Mustard Chicken,The New York Times,https://static01.nyt.com/images/2014/04/02/dining/02JPCOLWIN3/02JPCOLWIN3-videoSixteenByNine310.jpg,About 2 hours 15 minutes
791,Chermoula Eggplant With Bulgur and Yogurt,Tara Parker-Pope,https://static01.nyt.com/images/2017/02/21/dining/21COOKING-EGGPLANT-BULGAR-YOGURT1/21COOKING-EGGPLANT-BULGAR-YOGURT1-mediumThreeByTwo252.jpg,About 1 hour 30 minutes
792,Chicken With Caramelized Onion and Cardamom Rice,Julia Moskin,https://static01.nyt.com/images/2015/12/21/dining/21COOKING_CHICKENnONION2/21COOKING_CHICKENnONION2-mediumThreeByTwo252.jpg,"1 hour, plus 30 minutes’ cooking and 10 minutes’ resting"
793,German Oven Pancake,Trish Hall,https://static01.nyt.com/applications/cooking/4d350c2/assets/12.png?1,25 minutes
794,Watermelon Punch,Pete Wells,https://static01.nyt.com/applications/cooking/a1a368d/assets/19.png?1,"10 minutes, plus chill time"
795,Chinese Chili,Florence Fabricant,https://static01.nyt.com/images/2014/02/05/dining/05PAIR_SPAN/05PAIR_SPAN-videoSixteenByNine310.jpg,2 hours
796,Chorizo-Stuffed Dates With Piquillo Pepper Sauce,Melissa Clark,https://static01.nyt.com/images/2014/02/19/dining/19TAKEAWAY_SPAN/19TAKEAWAY_SPAN-videoSixteenByNine310.jpg,1 1/4 to 1 3/4 hours 
797,Easy Sheet-Pan Chicken,Melissa Clark,https://static01.nyt.com/images/2014/01/31/multimedia/clark-roasted-chicken/clark-roasted-chicken-videoSixteenByNine310-v2.jpg,About 1 hour
798,Nashville-Style Hot Fried Chicken,Melissa Clark,https://static01.nyt.com/images/2019/05/08/dining/mc-nashville-hot-chicken/merlin_154348302_6054d377-9f8a-4a62-80f7-f2faa0efd2d2-mediumThreeByTwo252.jpg,"1 hour 45 minutes, plus at least 13 hours for brining and resting"
799,Rishia Zimmern’s Chicken With Shallots,Sam Sifton,https://static01.nyt.com/images/2014/03/23/magazine/23eat/23eat-mediumThreeByTwo252-v2.jpg,1 hour 30 minutes
800,Pernil,Mark Bittman,https://static01.nyt.com/images/2014/04/08/dining/pernil/pernil-videoSixteenByNine310.jpg,At least 3 hours
801,Green and White Pizza,Sam Sifton,https://static01.nyt.com/images/2015/04/23/dining/green-white-pizza/green-white-pizza-videoSixteenByNine310.jpg,"15 minutes, plus 1 hour to heat oven"
802,Cheeses Pizza,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/09JPPIZZA1/09JPPIZZA1-videoSixteenByNine310.jpg,"15 minutes, plus 1 hour to heat oven"
803,Smoked Salmon Tart for a Crowd,David Tanis,https://static01.nyt.com/images/2014/12/10/dining/10KITCHEN1/10KITCHEN1-mediumThreeByTwo252-v2.jpg,1 1/2 hours
804,Smoky Eggplant Soup,David Tanis,https://static01.nyt.com/images/2013/08/14/dining/14KITCH2/14KITCH2-largeHorizontal375.jpg,30 minutes
805,Roasted Pepper Tartine,David Tanis,https://static01.nyt.com/images/2014/10/08/dining/08KITCH2/08KITCH2-videoSixteenByNine310.jpg,20 minutes
806,Vietnamese Lemongrass Beef and Noodle Salad,David Tanis,https://static01.nyt.com/images/2014/10/15/dining/15KITCHEN/15KITCHEN-videoSixteenByNine310.jpg,1 hour
807,Savory Potato Tart,David Tanis,https://static01.nyt.com/images/2014/10/22/dining/22KITCHEN4/1022KITCHEN4-videoSixteenByNine310.jpg,"2 hours, plus at least 1 hour for chilling"
808,Catalan Stew With Lobster and Clams,David Tanis,https://static01.nyt.com/images/2014/09/17/dining/17KITCHEN1/KITCHEN1-videoSixteenByNine310.jpg,1 hour 30 minutes
809,Rigatoni and Cauliflower al Forno,David Tanis,https://static01.nyt.com/images/2014/10/01/dining/01KITCHEN3/01KITCHEN3-videoSixteenByNine310.jpg,1 hour
810,Creamed Corn Without Cream,Martha Rose Shulman,https://static01.nyt.com/images/2012/08/21/science/22recipehealth/22recipehealth-videoSixteenByNine310.jpg,About 20 minutes
811,Seared Red Cabbage Wedges,Martha Rose Shulman,https://static01.nyt.com/images/2010/02/03/health/03recipehealth_600/03recipehealth_600-videoSixteenByNine310.jpg,15 minutes
812,Sautéed Shredded Cabbage and Squash,Martha Rose Shulman,https://static01.nyt.com/images/2012/02/08/science/07recipehealth/07recipehealth-videoSixteenByNine310.jpg,1 hour 30 minutes
813,"Fennel, Mushroom and Radish Salad",David Tanis,https://static01.nyt.com/images/2014/04/03/dining/Fennel-Mushroom-and-Radish-Salad/Fennel-Mushroom-and-Radish-Salad-videoSixteenByNine310.jpg,20 minutes
814,Mashed Butternut Squash,David Tanis,https://static01.nyt.com/images/2013/12/18/dining/18KITCH2/18KITCH2-tmagSF.jpg,"1 hour 15 minutes

"
815,Pear-Pomegranate Pie,Melissa Clark,https://static01.nyt.com/images/2018/10/05/dining/mc-pear-pomegranate-pie/mc-pear-pomegranate-pie-mediumThreeByTwo252.jpg,1 hour 30 minutes
816,Brandied Pumpkin Pie,Melissa Clark,https://static01.nyt.com/images/2014/11/11/multimedia/clark-brandied-pumpkin/clark-brandied-pumpkin-smallSquare252-v2.jpg,"About 2 hours, plus 1 1/2 hours’ chilling"
817,Pumpkin Pie With a Vodka Crust,Emily Weinstein,https://static01.nyt.com/images/2014/04/02/dining/Pumpkin-Pie/Pumpkin-Pie-videoSixteenByNine310.jpg,"About 3 hours, plus cooling"
818,Marilyn Monroe’s Stuffing,Matt Lee And Ted Lee,https://static01.nyt.com/images/2010/11/10/dining/10marilyn-span/10marilyn-span-videoSixteenByNine310.jpg,2 hours
819,Spiced Apple-Sausage Stuffing With Cranberries and Brandy,Melissa Clark,https://static01.nyt.com/images/2014/03/31/dining/spiced-apple-sausage-stuffing/spiced-apple-sausage-stuffing-videoSixteenByNine310.jpg,About 45 minutes
820,Simple Roast Turkey,Melissa Clark,https://static01.nyt.com/images/2014/04/08/dining/unturkey-still/unturkey-still-mediumThreeByTwo252-v2.jpg,"3 1/2 hours, plus brining"
821,Lobster Risotto,Sam Sifton,https://static01.nyt.com/images/2014/02/26/dining/recipes-lobsterrisotto/recipes-lobsterrisotto-videoSixteenByNine310.jpg,45 minutes
822,Fergus Henderson’s Trotter Gear,Sam Sifton,https://static01.nyt.com/images/2019/03/05/dining/ss-trotter-gear/merlin_150673191_7722d1b3-2c97-4805-808b-00ca9e209c5a-mediumThreeByTwo252.jpg,About 3 1/2 hours
823,Pulled Pork,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20HIT_PORK/20HIT_PORK-mediumThreeByTwo252.jpg,"14 hours, largely unattended"
824,Outdoor Fish Fry,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2014/08/29/dining/outdoorfishfry/outdoorfishfry-videoSixteenByNine310.jpg,35 minutes
825,Bean-Hole Baked Beans,John Willoughby,https://static01.nyt.com/images/2014/03/05/dining/05beanhole/05beanhole-videoSixteenByNine310.jpg,"About 10 hours, mostly unattended"
826,Beer-Can Chicken,Sam Sifton,https://static01.nyt.com/images/2017/05/15/dining/15COOKING-BEERCAN-CHICKEN3/15COOKING-BEERCAN-CHICKEN3-mediumThreeByTwo252.jpg,1 hour 30 minutes
827,Grilled Paella,Sam Sifton,https://static01.nyt.com/images/2014/02/26/dining/recipes-grilledpaella/recipes-grilledpaella-videoSixteenByNine310.jpg,1 hour
828,Momofuku's Bo Ssam,Sam Sifton,https://static01.nyt.com/images/2012/01/15/magazine/15eat1_span/15eat1_span-videoSixteenByNine310-v3.jpg,"7 hours, plus 6 hours' seasoning"
829,Spiced Skirt Steak With Whole Roasted Plantains,Julia Moskin,https://static01.nyt.com/images/2014/04/24/dining/Spiced-Skirt-Steak/Spiced-Skirt-Steak-videoSixteenByNine310.jpg,45 minutes
830,Chimichurri Hanger Steak,Florence Fabricant,https://static01.nyt.com/images/2014/04/01/dining/chimichurri-hanger-steak/chimichurri-hanger-steak-videoSixteenByNine310-v3.jpg,45 minutes
831,Steak With Ginger Butter Sauce,Mark Bittman,https://static01.nyt.com/images/2015/04/29/dining/steak-ginger-sauce/steak-ginger-sauce-videoSixteenByNine310.jpg,10 minutes
832,Avocado Vichyssoise,Mark Bittman,https://static01.nyt.com/images/2014/05/13/dining/Avocado-Vichyssoise/Avocado-Vichyssoise-videoSixteenByNine310.jpg,30 minutes
833,Crawfish-Stuffed Avocados,Molly O'Neill,https://static01.nyt.com/applications/cooking/d3f9aa5/assets/11.png?1,About 10 minutes
834,Avocado With Soy-Lime Vinaigrette,Mark Bittman,https://static01.nyt.com/images/2013/03/10/magazine/10eat/mag-10Eat-t_CA0-largeHorizontal375.jpg,"35 minutes, largely unattended"
835,Roasted Carrot and Avocado Salad,Florence Fabricant,https://static01.nyt.com/images/2012/10/31/dining/31CARROTS2_SPAN/31CARROTS2_SPAN-videoSixteenByNine310.jpg,1 and 1/2 hours
836,Avocado Fries,Kim Severson,https://static01.nyt.com/images/2014/04/18/dining/avadcadofries/avadcadofries-videoSixteenByNine310.jpg,30 minutes
837,Chilled Cucumber Soup With Avocado Toast,Melissa Clark,https://static01.nyt.com/images/2013/07/23/dining/23dinner/23dinner-tmagSF.jpg,15 minutes
838,Chicken and Sausage Jambalaya,Marian Burros,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/16.png?1,35 minutes
839,Muffuletta,The New York Times,https://static01.nyt.com/images/2019/02/24/dining/muffaletta/merlin_150672987_2c385b61-c216-48a7-a273-80db45c78551-mediumThreeByTwo252.jpg,30 minutes
840,New Crawfish Etouffee,The New York Times,https://static01.nyt.com/applications/cooking/d91f60a/assets/10.png?1,45 minutes
841,Mahony’s Beef Po’ Boys,Sam Sifton,https://static01.nyt.com/images/2015/02/12/dining/mahonys-po-boy/mahonys-po-boy-videoSixteenByNine310.jpg,3 hours 45 minutes
842,New Orleans Barbecue Shrimp,Mark Bittman,https://static01.nyt.com/images/2018/06/05/dining/31COOKING-BBQ-SHRIMP2/31COOKING-BBQ-SHRIMP2-mediumThreeByTwo252.jpg,15 minutes
843,Shrimp Remoulade,Craig Claiborne,https://static01.nyt.com/applications/cooking/4d350c2/assets/9.png?1,20 minutes
844,Mussels Marinara,Molly O'Neill,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/7.png?1,About 30 minutes
845,Stewed Squid In Tomato Sauce,Moira Hodgson,https://int.nyt.com/applications/cooking/804e3c3/assets/3.png?1,1 hour
846,Tomato Sauce With Onion and Butter,Mark Bittman,https://static01.nyt.com/images/2013/11/10/magazine/10eat2/10eat2-largeHorizontal375.jpg,About 1 hour
847,Shrimp alla Marinara,Julia Moskin,https://static01.nyt.com/images/2014/01/29/dining/29JPSAUCE3/29JPSAUCE3-videoSixteenByNine310.jpg,25 minutes
848,Spaghetti With Enokitake Mushrooms and Marinara Sauce,Craig Claiborne,https://static01.nyt.com/applications/cooking/a9ea0b6/assets/8.png?1,30 minutes
849,Simple Marinara Sauce,Martha Rose Shulman,https://static01.nyt.com/images/2014/03/26/dining/simplemarinara/simplemarinara-videoSixteenByNine310.jpg,30 minutes
850,Dolly Sinatra's Marinara Sauce,Alex Witchel,https://int.nyt.com/applications/cooking/9e15255/assets/49.png?1,45 minutes
851,Spaghetti With Fresh Tomato and Basil Sauce,The New York Times,https://static01.nyt.com/images/2015/07/27/dining/27SPAGHETTI/27SPAGHETTI-mediumThreeByTwo252.jpg,40 minutes
852,The Frankies’ Fried Eggplant Sandwich,Melissa Clark,https://static01.nyt.com/images/2013/08/06/dining/video-clark-eggplant/video-clark-eggplant-videoSixteenByNine310-v2.jpg,3 hours 20 minutes
853,Classic Marinara Sauce,Julia Moskin,https://static01.nyt.com/images/2014/01/29/dining/29SAUCE_SPAN/29SAUCE_SPAN-mediumThreeByTwo252-v2.jpg,25 minutes
854,Rib Steak With Marrow and Red-Wine Sauce,Pierre Franey,https://int.nyt.com/applications/cooking/942961b/assets/46.png?1,About 1 hour
855,Broiled Steak with Pineapple and Onion Salsa,Mark Bittman,https://static01.nyt.com/images/2014/03/28/dining/broiledsteak-still/broiledsteak-still-videoSixteenByNine310.jpg,30 minutes
856,Ashkinaze Rib-Eye,Sam Sifton,https://static01.nyt.com/images/2012/05/20/magazine/20eat1/20eat1-videoSixteenByNine310.jpg,30 minutes
857,Tri-Tip Steak With Tomato Romesco,Mark Bittman,https://static01.nyt.com/images/video/2010/01/01/7199_1_tritipromanesco_312x176.jpg,45 minutes
858,Grilled Chile Flank Steak With Salsa,Melissa Clark,https://static01.nyt.com/images/2013/08/09/dining/video-clark-steak-salsa/video-clark-steak-salsa-videoSixteenByNine310.jpg,"45 minutes, plus at least 4 hours’ marinating"
859,Vietnamese Steak With Cucumber Salad,Melissa Clark,https://static01.nyt.com/images/2018/04/27/dining/dj-take/dj-take-videoSixteenByNine310-v2.jpg,"25 minutes, plus at least 30 minutes' marinating"
860,Giant Chipotle-Rubbed Steaks With Cilantro-Lime Butter,Sam Sifton,https://int.nyt.com/applications/cooking/fe05d3d/assets/22.png?1,30 minutes
861,Pan-Seared Veal Steaks With Green Peppercorns,David Tanis,https://static01.nyt.com/images/2014/02/05/dining/05KITCH_SPAN/05KITCH_SPAN-videoSixteenByNine310.jpg,"30 minutes, plus 1 hour marinating"
862,Fast Tandoori Chicken,Mark Bittman,https://static01.nyt.com/images/2013/12/13/dining/recipes-tandoorichicken/recipes-tandoorichicken-mediumThreeByTwo252-v2.jpg,"20 minutes, plus marinating"
863,Craig Claiborne's Beef Stew,Craig Claiborne,https://static01.nyt.com/images/2014/04/11/dining/beefstew/beefstew-mediumThreeByTwo252-v2.jpg,About 1 hour 30 minutes
864,Craig Claiborne's Fried Chicken,Craig Claiborne,https://static01.nyt.com/applications/cooking/a1a368d/assets/1.png?1,"40 minutes, plus refrigeration"
865,"Pizza With Caramelized Onions, Figs, Bacon and Blue Cheese",Sam Sifton,https://static01.nyt.com/images/2014/01/10/dining/recipes-pizzabaconbluecheese/recipes-pizzabaconbluecheese-videoSixteenByNine310.jpg,"45 minutes, plus 45 minutes for preheating oven"
866,Mushroom-Barley Soup,Mark Bittman,https://static01.nyt.com/images/2014/04/08/dining/mbarleysoup/mbarleysoup-videoSixteenByNine310.jpg,45 minutes
867,Choucroute Loaf,Molly O'Neill,https://static01.nyt.com/images/2014/01/09/dining/recipes-choucrouteloaf/recipes-choucrouteloaf-videoSixteenByNine310.jpg,1 hour 15 minutes
868,Lamb Stew With Chickpeas and Butternut Squash,Molly O'Neill,https://static01.nyt.com/images/2014/01/21/dining/recipes-lambstew/recipes-lambstew-videoSixteenByNine310.jpg,1 hour 45 minutes
869,Curried Tofu With Soy Sauce,Mark Bittman,https://static01.nyt.com/images/2011/11/25/dining/video-curriedtofu/video-curriedtofu-largeHorizontal375.jpg,30 minutes
870,Myra Waldo's Swedish Lamb,Craig Claiborne,https://static01.nyt.com/images/2014/01/15/dining/recipes-myrawaldoswedishlamb/recipes-myrawaldoswedishlamb-videoSixteenByNine310.jpg,2 hours
